   1.69989,  22.68287,   0.44390
   1.32841,  32.87340,   0.54140
   1.14245,  37.59719,   0.54260
   1.04079,  40.14578,   0.61590
   0.97544,  41.64066,   0.61140
   0.91992,  42.97954,   0.60900
   0.87626,  43.98210,   0.63800
   0.83453,  45.13427,   0.68790
   0.78453,  46.34911,   0.63990
   0.74760,  47.24169,   0.71540
   0.72841,  47.69821,   0.69490
   0.69889,  48.41432,   0.74550
   0.67742,  48.86573,   0.71290
   0.65739,  49.39258,   0.76960
   0.63795,  49.77366,   0.74830
   0.62838,  49.99488,   0.75150
   0.62266,  50.22762,   0.73830
   0.60675,  50.50767,   0.73030
   0.59409,  50.85934,   0.78240
   0.58592,  50.98082,   0.76060
   0.58285,  51.03708,   0.78500
   0.57025,  51.32097,   0.75990
   0.56688,  51.36701,   0.73040
   0.55397,  51.81074,   0.72400
   0.55319,  51.59463,   0.79480
   0.54720,  51.80435,   0.77890
   0.53925,  51.96292,   0.76850
   0.53726,  52.16880,   0.81040
   0.53194,  52.23146,   0.78360
   0.52297,  52.41304,   0.78680
   0.52763,  52.45652,   0.81210
   0.51972,  52.37212,   0.76620
   0.51722,  52.55882,   0.79160
   0.51526,  52.62404,   0.77130
   0.50979,  52.65985,   0.81100
   0.50382,  52.84655,   0.74240
   0.50636,  52.92967,   0.76700
   0.50513,  52.78005,   0.75310
   0.50243,  52.87852,   0.79360
   0.49323,  53.09591,   0.73790
   0.50201,  52.87340,   0.77220
   0.49159,  53.02302,   0.76390
   0.48650,  53.19181,   0.79410
   0.48909,  53.19949,   0.78370
   0.48615,  53.25064,   0.80730
   0.48581,  53.22123,   0.81010
   0.48192,  53.24553,   0.82000
   0.48294,  53.30435,   0.80100
   0.48608,  53.23529,   0.80650
   0.47711,  53.45652,   0.80180
   0.48039,  53.33632,   0.81080
   0.47358,  53.59974,   0.81450
   0.47258,  53.44757,   0.79960
   0.47624,  53.45652,   0.80990
   0.47173,  53.44246,   0.80280
   0.46640,  53.71355,   0.79200
   0.46407,  53.74553,   0.76220
   0.47099,  53.58056,   0.81510
   0.47073,  53.50767,   0.79790
   0.46173,  53.76215,   0.78430
   0.45978,  53.84143,   0.80180
   0.46643,  53.64194,   0.78220
   0.46306,  53.71739,   0.75830
   0.46311,  53.80690,   0.77400
   0.46289,  53.69437,   0.81170
   0.46061,  53.77877,   0.82240
   0.45960,  53.85422,   0.81490
   0.45159,  53.99361,   0.79210
   0.46036,  53.83760,   0.81480
