Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	1.678109	1.445114	38.570000	48.360000	
0.100000	1.319618	1.280482	52.248000	53.590000	
0.100000	1.154636	1.208125	58.770000	57.790000	
0.100000	1.066226	1.123165	62.252000	60.800000	
0.100000	0.994488	1.023455	64.606000	63.800000	
0.100000	0.952005	0.978411	66.610000	66.360000	
0.100000	0.914076	1.321655	67.806000	58.340000	
0.100000	0.870876	1.067406	69.414000	64.540000	
0.100000	0.837252	0.853970	70.874000	69.800000	
0.100000	0.810742	1.229589	71.682000	60.550000	
0.100000	0.791983	0.846517	72.366000	69.750000	
0.100000	0.778914	0.841072	72.760000	70.730000	
0.100000	0.762188	0.819142	73.340000	72.270000	
0.100000	0.748823	0.806901	73.920000	72.450000	
0.100000	0.734567	0.937937	74.414000	68.770000	
0.100000	0.719616	0.889106	74.850000	69.220000	
0.100000	0.714412	0.795450	75.132000	73.290000	
0.100000	0.709649	0.819667	75.190000	72.710000	
0.100000	0.692047	0.752805	75.960000	74.790000	
0.100000	0.692276	0.990365	75.916000	67.730000	
0.100000	0.683943	0.854675	76.358000	71.810000	
0.100000	0.674798	0.747256	76.638000	74.640000	
0.100000	0.669967	0.667825	76.882000	77.030000	
0.100000	0.664763	0.654707	77.060000	77.620000	
0.100000	0.658654	0.704026	77.282000	75.930000	
0.100000	0.649863	1.121516	77.270000	66.800000	
0.100000	0.654463	0.805476	77.412000	72.920000	
0.100000	0.648825	0.695097	77.384000	76.260000	
0.100000	0.645073	0.790752	77.594000	73.930000	
0.100000	0.643425	0.866900	77.650000	71.500000	
0.100000	0.637823	0.863315	77.754000	71.580000	
0.100000	0.635225	1.003263	78.230000	66.990000	
0.100000	0.631398	0.772209	78.192000	74.350000	
0.100000	0.635522	0.998383	77.990000	67.650000	
0.100000	0.632897	0.877287	78.054000	71.720000	
0.100000	0.620229	0.754510	78.728000	74.600000	
0.100000	0.628035	0.789500	78.284000	73.650000	
0.100000	0.622012	0.757086	78.442000	75.010000	
0.100000	0.618617	0.761546	78.666000	75.300000	
0.100000	0.616931	0.835842	78.688000	72.810000	
0.100000	0.616717	0.805979	78.586000	73.460000	
0.100000	0.614682	0.700011	78.766000	76.520000	
0.100000	0.611548	0.690171	78.952000	76.450000	
0.100000	0.605176	0.659945	79.246000	77.200000	
0.100000	0.616706	0.647769	78.588000	77.640000	
0.100000	0.608229	0.698232	79.162000	76.540000	
0.100000	0.613542	0.798861	79.000000	73.540000	
0.100000	0.604679	0.996113	79.106000	68.370000	
0.100000	0.604091	0.758746	78.990000	75.390000	
0.100000	0.597611	0.694689	79.294000	75.620000	
0.100000	0.601444	0.811117	79.358000	74.210000	
0.100000	0.597231	0.724422	79.540000	75.940000	
0.100000	0.602919	0.955138	79.136000	70.700000	
0.100000	0.599473	0.926533	79.310000	71.620000	
0.100000	0.596494	0.673620	79.214000	77.190000	
0.100000	0.592658	0.730524	79.550000	76.420000	
0.100000	0.594451	0.719227	79.456000	75.930000	
0.100000	0.594929	0.660479	79.506000	77.630000	
0.100000	0.597350	0.797622	79.358000	73.910000	
0.100000	0.599856	0.758319	79.320000	74.410000	
0.100000	0.596121	0.608300	79.410000	79.650000	
0.100000	0.590137	0.744818	79.670000	75.760000	
0.100000	0.584722	0.693342	79.768000	77.080000	
