Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	1.791527	1.582697	32.998000	40.940000	
0.100000	1.538556	1.525648	42.500000	43.080000	
0.100000	1.424941	1.380233	47.204000	49.090000	
0.100000	1.335902	1.415930	50.916000	50.860000	
0.100000	1.249298	1.334574	54.696000	52.960000	
0.100000	1.177880	1.336473	57.588000	55.760000	
0.100000	1.124018	1.157565	59.488000	58.970000	
0.100000	1.072597	1.243575	61.598000	56.040000	
0.100000	1.039157	1.099626	62.892000	61.800000	
0.100000	0.995990	1.063551	64.656000	62.130000	
0.100000	0.963149	1.032133	65.698000	64.920000	
0.100000	0.934897	0.975850	66.542000	66.150000	
0.100000	0.900999	0.898724	67.872000	68.240000	
0.100000	0.879527	0.979202	68.816000	65.430000	
0.100000	0.861397	1.011655	69.532000	65.650000	
0.100000	0.835877	0.876059	70.626000	69.300000	
0.100000	0.811024	0.802820	71.392000	71.500000	
0.100000	0.786761	0.873050	72.164000	70.030000	
0.100000	0.765413	0.830921	73.282000	71.780000	
0.100000	0.745370	0.996925	73.930000	67.280000	
0.100000	0.729491	0.942852	74.404000	67.110000	
0.100000	0.713711	0.788883	75.340000	73.090000	
0.100000	0.705334	0.761309	75.566000	73.790000	
0.100000	0.685272	0.761075	76.240000	73.700000	
0.100000	0.675968	0.696454	76.416000	75.890000	
0.100000	0.668983	0.722044	76.926000	75.410000	
0.100000	0.662560	0.875944	77.080000	71.630000	
0.100000	0.652601	0.874172	77.464000	71.510000	
0.100000	0.640506	0.855020	77.730000	72.780000	
0.100000	0.630728	0.825715	78.170000	72.370000	
0.100000	0.634723	0.695727	77.870000	76.870000	
0.100000	0.623939	0.771620	78.364000	74.010000	
0.100000	0.619438	0.668877	78.626000	77.150000	
0.100000	0.611092	0.685519	79.054000	77.100000	
0.100000	0.607167	0.666465	79.054000	77.490000	
0.100000	0.609457	0.650661	78.918000	78.180000	
0.100000	0.596271	0.629977	79.390000	78.360000	
0.100000	0.596566	0.726027	79.436000	76.090000	
0.100000	0.590340	0.951414	79.636000	70.090000	
0.100000	0.590698	1.126491	79.808000	64.770000	
0.100000	0.586823	0.717060	79.686000	76.490000	
0.100000	0.585221	0.701262	79.874000	76.300000	
0.100000	0.585085	1.114034	79.732000	67.850000	
0.100000	0.579188	0.691265	79.972000	76.560000	
0.100000	0.578566	0.730958	80.024000	75.300000	
0.100000	0.571674	0.626791	80.100000	78.460000	
0.100000	0.572276	0.662095	80.198000	77.410000	
0.100000	0.572420	0.734207	80.066000	75.140000	
0.100000	0.569651	0.926780	80.428000	69.680000	
0.100000	0.562497	0.650665	80.596000	79.020000	
0.100000	0.565024	0.708945	80.322000	76.890000	
0.100000	0.569254	0.610604	80.344000	78.810000	
0.100000	0.557841	0.876503	80.618000	72.870000	
0.100000	0.561183	0.771334	80.662000	74.610000	
0.100000	0.557748	0.592213	80.774000	79.950000	
0.100000	0.559005	0.679766	80.724000	77.210000	
0.100000	0.555212	0.685049	80.858000	77.320000	
0.100000	0.558445	0.601668	80.696000	79.740000	
0.100000	0.553383	0.639164	80.984000	78.490000	
0.100000	0.557424	0.637196	80.658000	77.690000	
0.100000	0.549992	0.733867	81.186000	75.740000	
0.100000	0.548542	0.740678	81.046000	74.550000	
0.100000	0.549451	0.585381	81.022000	80.420000	
0.100000	0.546284	0.623080	81.270000	79.270000	
0.100000	0.546097	0.693783	81.080000	77.430000	
0.100000	0.545177	0.623973	81.204000	79.450000	
0.100000	0.545427	0.640418	81.196000	78.860000	
0.100000	0.546542	0.591779	81.128000	79.100000	
0.100000	0.539791	0.676480	81.508000	77.780000	
0.100000	0.545474	0.702141	81.076000	77.350000	
0.100000	0.544244	0.946096	81.066000	71.480000	
0.100000	0.541019	0.695252	81.348000	76.640000	
0.100000	0.539558	0.741618	81.326000	75.580000	
0.100000	0.540416	0.633520	81.308000	78.570000	
0.100000	0.541367	0.619808	81.248000	78.890000	
0.100000	0.538427	0.564400	81.426000	81.060000	
0.100000	0.542821	0.602097	81.240000	79.990000	
0.100000	0.535971	0.721008	81.482000	76.080000	
0.100000	0.538151	0.655422	81.430000	78.010000	
0.100000	0.535608	0.724078	81.600000	75.760000	
0.010000	0.423873	0.438399	85.362000	84.900000	
0.010000	0.392943	0.430587	86.428000	85.160000	
0.010000	0.382563	0.434811	86.892000	85.380000	
0.010000	0.375415	0.425697	87.108000	85.150000	
0.010000	0.365240	0.433934	87.414000	85.270000	
0.010000	0.365366	0.426301	87.220000	85.480000	
0.010000	0.362625	0.421284	87.470000	85.400000	
0.010000	0.360026	0.427591	87.482000	85.380000	
0.010000	0.358242	0.431017	87.562000	85.150000	
0.010000	0.351196	0.416300	87.838000	85.620000	
0.010000	0.353931	0.423856	87.690000	85.450000	
0.010000	0.350977	0.418653	87.952000	85.840000	
0.010000	0.348752	0.418176	88.026000	85.680000	
0.010000	0.348839	0.415298	87.874000	85.960000	
0.010000	0.346065	0.422767	88.036000	85.460000	
0.010000	0.342418	0.421871	88.114000	85.440000	
0.010000	0.345304	0.423926	88.020000	85.790000	
0.010000	0.345475	0.425256	88.092000	85.650000	
0.010000	0.342003	0.419228	88.114000	86.070000	
0.010000	0.336816	0.417693	88.530000	85.970000	
0.010000	0.341473	0.430015	88.134000	85.830000	
0.010000	0.339977	0.421954	88.322000	85.730000	
0.010000	0.339024	0.418496	88.264000	85.620000	
0.010000	0.337701	0.420215	88.388000	85.820000	
0.010000	0.337054	0.424353	88.274000	85.940000	
0.010000	0.337216	0.429136	88.328000	85.800000	
0.010000	0.334997	0.424805	88.336000	85.620000	
0.010000	0.335597	0.422111	88.408000	85.810000	
0.010000	0.335544	0.425160	88.522000	85.330000	
0.010000	0.334505	0.419620	88.466000	85.730000	
0.010000	0.337448	0.430687	88.282000	85.690000	
0.010000	0.333268	0.428055	88.532000	85.680000	
0.010000	0.330751	0.422879	88.566000	85.960000	
0.010000	0.331067	0.420901	88.608000	85.810000	
0.010000	0.334473	0.426782	88.396000	85.960000	
0.010000	0.332120	0.423554	88.450000	85.760000	
0.010000	0.332432	0.440730	88.550000	85.020000	
0.010000	0.333516	0.426825	88.500000	85.650000	
0.010000	0.332102	0.419037	88.444000	85.990000	
0.010000	0.334079	0.425832	88.526000	85.770000	
0.001000	0.310201	0.400147	89.320000	86.560000	
0.001000	0.296810	0.403342	89.794000	86.370000	
0.001000	0.297026	0.398565	89.800000	86.550000	
0.001000	0.296350	0.393473	89.840000	86.710000	
0.001000	0.293014	0.399579	90.046000	86.630000	
0.001000	0.293100	0.401705	89.892000	86.480000	
0.001000	0.295971	0.398542	89.734000	86.630000	
0.001000	0.290996	0.401418	90.022000	86.450000	
0.001000	0.293741	0.397774	89.768000	86.680000	
0.001000	0.290417	0.396781	90.140000	86.720000	
0.001000	0.288425	0.397014	89.962000	86.750000	
0.001000	0.289895	0.395341	89.978000	86.890000	
0.001000	0.286161	0.404321	90.190000	86.440000	
0.001000	0.291343	0.403233	89.948000	86.610000	
0.001000	0.286674	0.403926	90.028000	86.630000	
0.001000	0.286846	0.400581	90.122000	86.680000	
0.001000	0.289720	0.405519	90.022000	86.700000	
0.001000	0.288615	0.399235	90.012000	86.660000	
0.001000	0.293185	0.401980	89.850000	86.800000	
0.001000	0.292132	0.395813	89.882000	87.090000	
0.001000	0.287121	0.398654	89.960000	86.870000	
0.001000	0.287597	0.403965	90.054000	86.550000	
0.001000	0.284591	0.396806	90.158000	87.050000	
0.001000	0.286147	0.397529	90.046000	86.890000	
0.001000	0.284425	0.396131	90.236000	86.970000	
0.001000	0.284593	0.400737	90.106000	86.710000	
0.001000	0.284777	0.397533	90.158000	86.910000	
0.001000	0.281614	0.405047	90.416000	86.720000	
0.001000	0.284019	0.396906	90.084000	86.830000	
0.001000	0.286396	0.405169	90.042000	86.660000	
0.001000	0.285824	0.399259	90.102000	86.750000	
0.001000	0.283367	0.401112	90.130000	86.820000	
0.001000	0.280300	0.399986	90.232000	86.760000	
0.001000	0.282546	0.399787	90.340000	86.710000	
0.001000	0.282678	0.403252	90.272000	86.600000	
0.001000	0.282153	0.400279	90.146000	86.670000	
0.001000	0.281859	0.397858	90.262000	86.890000	
0.001000	0.281308	0.398851	90.248000	86.810000	
0.001000	0.285063	0.397392	90.082000	86.700000	
0.001000	0.280937	0.395795	90.352000	86.980000	
