Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	1.751255	1.595636	35.222000	40.550000	
0.100000	1.471826	1.314616	45.936000	52.230000	
0.100000	1.316479	1.302537	52.230000	52.870000	
0.100000	1.216101	1.185904	55.990000	58.230000	
0.100000	1.166208	1.087998	57.902000	61.140000	
0.100000	1.117156	1.148182	60.036000	59.280000	
0.100000	1.086001	1.296319	61.236000	57.570000	
0.100000	1.047331	1.111371	62.546000	61.270000	
0.100000	1.020340	1.134391	63.802000	61.100000	
0.100000	0.988179	1.022021	64.700000	64.080000	
0.100000	0.952636	0.954325	66.166000	66.890000	
0.100000	0.930551	1.189602	67.128000	60.000000	
0.100000	0.906202	1.120255	67.942000	62.570000	
0.100000	0.883560	1.120696	69.096000	63.480000	
0.100000	0.863003	0.982683	69.590000	67.110000	
0.100000	0.851201	0.944182	70.210000	67.900000	
0.100000	0.829664	0.880824	70.912000	69.780000	
0.100000	0.823066	1.250576	71.216000	61.880000	
0.100000	0.807231	0.908447	71.688000	68.080000	
0.100000	0.801547	0.953201	71.796000	67.940000	
0.100000	0.788332	0.976222	72.482000	67.630000	
0.100000	0.783287	1.087927	72.796000	65.220000	
0.100000	0.770588	0.997513	73.092000	66.730000	
0.100000	0.768185	0.781687	73.298000	72.860000	
0.100000	0.757386	0.816356	73.626000	72.630000	
0.100000	0.759450	0.858950	73.280000	70.320000	
0.100000	0.750211	0.993950	73.854000	68.120000	
0.100000	0.746910	0.810403	73.928000	71.660000	
0.100000	0.738895	0.829540	74.230000	71.900000	
0.100000	0.734159	0.783780	74.598000	73.150000	
0.100000	0.732756	0.906491	74.628000	70.780000	
0.100000	0.728122	0.895164	74.662000	70.090000	
0.100000	0.726172	0.864202	74.602000	70.520000	
0.100000	0.721020	0.885970	75.008000	69.760000	
0.100000	0.715424	0.833004	75.046000	72.800000	
0.100000	0.711827	0.818520	75.208000	72.080000	
0.100000	0.716842	0.780439	74.756000	72.820000	
0.100000	0.708673	0.886449	75.366000	69.530000	
0.100000	0.705223	0.838171	75.480000	72.170000	
0.100000	0.704582	0.920559	75.514000	69.010000	
0.100000	0.698450	0.964878	75.764000	68.230000	
0.100000	0.693932	0.821483	75.918000	71.800000	
0.100000	0.692141	0.765862	76.012000	74.290000	
0.100000	0.695188	0.706837	75.880000	75.320000	
0.100000	0.689721	0.779312	76.104000	73.740000	
0.100000	0.689643	0.842801	76.246000	72.310000	
0.100000	0.684715	0.813912	76.124000	72.470000	
0.100000	0.691672	1.003344	75.942000	67.710000	
0.100000	0.685800	0.730599	76.370000	75.010000	
0.100000	0.685901	0.714051	76.230000	75.710000	
0.100000	0.681440	0.931088	76.096000	70.640000	
0.100000	0.675638	0.867975	76.466000	72.080000	
0.100000	0.678114	0.824765	76.470000	72.220000	
0.100000	0.678035	0.853069	76.468000	71.940000	
0.100000	0.679497	0.876301	76.268000	69.720000	
0.100000	0.677643	0.813858	76.588000	72.840000	
0.100000	0.678921	0.728891	76.164000	74.960000	
0.100000	0.675502	0.866656	76.488000	70.910000	
0.100000	0.672186	0.718548	76.622000	75.580000	
0.100000	0.673947	0.758328	76.594000	73.870000	
0.100000	0.671997	0.885809	76.646000	70.180000	
0.100000	0.667137	0.846776	76.732000	72.320000	
0.100000	0.672368	0.818784	76.716000	72.620000	
0.100000	0.672418	0.822480	76.632000	72.490000	
0.100000	0.665143	0.816762	76.914000	73.530000	
0.100000	0.667885	0.732516	77.030000	75.270000	
0.100000	0.663358	0.797565	76.894000	73.440000	
0.100000	0.667988	0.722875	76.854000	75.250000	
0.100000	0.665797	0.766170	76.890000	74.120000	
0.100000	0.663472	0.724191	76.860000	74.930000	
0.100000	0.660839	0.838236	76.998000	72.330000	
0.100000	0.663724	0.963460	76.784000	69.360000	
0.100000	0.655828	1.013974	77.270000	67.060000	
0.100000	0.659203	0.734887	77.104000	74.880000	
0.100000	0.652994	0.777726	77.458000	73.560000	
0.100000	0.661767	0.894331	77.076000	69.870000	
0.100000	0.656422	0.804487	77.210000	73.800000	
