Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	1.860550	1.683634	31.648000	37.240000	
0.100000	1.604419	1.580374	40.118000	43.240000	
0.100000	1.483283	1.405143	45.362000	48.290000	
0.100000	1.390410	1.363133	48.982000	49.820000	
0.100000	1.305215	1.231018	52.682000	55.310000	
0.100000	1.227921	1.173579	55.618000	57.840000	
0.100000	1.165996	1.227166	57.972000	57.290000	
0.100000	1.113210	1.684277	59.918000	49.440000	
0.100000	1.064090	0.987777	62.094000	64.730000	
0.100000	1.011139	1.270345	63.962000	58.270000	
0.100000	0.978580	1.090251	64.978000	60.940000	
0.100000	0.934605	0.967480	66.798000	65.610000	
0.100000	0.892132	1.074668	68.614000	65.080000	
0.100000	0.856664	1.343754	69.954000	58.100000	
0.100000	0.829161	0.883993	70.966000	70.270000	
0.100000	0.804549	0.790440	72.008000	72.820000	
0.100000	0.776206	0.884096	73.018000	70.640000	
0.100000	0.756350	0.885581	73.670000	70.670000	
0.100000	0.736900	1.047783	74.358000	66.290000	
0.100000	0.714241	1.121396	75.246000	65.020000	
0.100000	0.706547	0.715939	75.394000	75.490000	
0.100000	0.690472	0.766919	76.134000	73.910000	
0.100000	0.681612	0.753635	76.394000	75.060000	
0.100000	0.668949	0.792066	76.948000	74.180000	
0.100000	0.659725	0.702169	77.242000	76.280000	
0.100000	0.645800	0.712242	77.538000	75.870000	
0.100000	0.637689	0.691687	78.028000	76.650000	
0.100000	0.629661	0.728246	78.368000	75.550000	
0.100000	0.629722	0.884407	78.230000	72.870000	
0.100000	0.617935	0.865700	78.550000	71.790000	
0.100000	0.607982	0.966210	78.924000	69.400000	
0.100000	0.603798	0.671146	79.224000	76.560000	
0.100000	0.600708	0.725289	79.190000	76.500000	
0.100000	0.593148	0.656822	79.492000	76.850000	
0.100000	0.585484	0.588558	79.856000	79.810000	
0.100000	0.586247	0.655331	79.736000	78.540000	
0.100000	0.579907	0.603669	79.918000	79.800000	
0.100000	0.571283	0.686650	80.236000	76.950000	
0.100000	0.569726	0.661528	80.406000	77.740000	
0.100000	0.568789	0.766561	80.322000	74.570000	
0.100000	0.563030	0.678883	80.408000	77.240000	
0.100000	0.558917	0.649495	80.736000	78.810000	
0.100000	0.557581	0.606304	80.504000	79.400000	
0.100000	0.550251	0.599545	81.040000	79.730000	
0.100000	0.550711	0.614540	80.992000	79.570000	
0.100000	0.550144	0.548838	81.168000	81.160000	
0.100000	0.542189	0.562032	81.254000	80.920000	
0.100000	0.541466	0.703918	81.176000	76.940000	
0.100000	0.534595	0.846095	81.494000	73.140000	
0.100000	0.538016	0.574082	81.582000	80.320000	
0.100000	0.527099	0.773097	81.716000	76.450000	
0.100000	0.531396	0.591894	81.810000	80.530000	
0.100000	0.525555	0.716287	81.770000	76.330000	
0.100000	0.519955	0.710121	82.058000	77.160000	
0.100000	0.521574	0.579487	81.956000	80.090000	
0.100000	0.519897	0.747822	81.898000	74.950000	
0.100000	0.516938	0.635503	82.088000	78.860000	
0.100000	0.516571	0.643678	82.288000	78.190000	
0.100000	0.512731	0.637598	82.362000	78.490000	
0.100000	0.514400	0.620927	82.256000	79.550000	
0.100000	0.513980	0.736015	82.314000	76.270000	
0.100000	0.513762	0.598794	82.304000	79.970000	
0.100000	0.510775	0.626149	82.280000	79.090000	
