Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	1.429161	1.426017	47.842000	51.620000	
0.100000	1.009374	0.992862	64.444000	65.960000	
0.100000	0.871353	0.902808	69.588000	69.230000	
0.100000	0.809991	0.913500	71.898000	69.240000	
0.100000	0.759053	0.951723	73.648000	68.120000	
0.100000	0.734381	0.923602	74.458000	69.710000	
0.100000	0.718118	0.945757	75.218000	68.310000	
0.100000	0.699127	0.757830	75.704000	73.540000	
0.100000	0.686337	0.748760	76.398000	73.920000	
0.100000	0.675750	0.707089	76.690000	76.290000	
0.100000	0.663189	0.730242	76.940000	75.580000	
0.100000	0.657182	0.737218	77.296000	74.500000	
0.100000	0.646612	0.732830	77.696000	74.470000	
0.100000	0.641973	0.773172	77.764000	73.740000	
0.100000	0.635858	0.773442	77.860000	73.530000	
0.100000	0.631429	0.717372	78.194000	75.650000	
0.100000	0.623145	0.810879	78.286000	73.180000	
0.100000	0.623635	0.671648	78.410000	77.080000	
0.100000	0.616121	0.671136	78.936000	76.930000	
0.100000	0.615750	0.717388	78.808000	75.890000	
0.100000	0.603393	0.693443	79.248000	76.610000	
0.100000	0.598836	0.810007	79.180000	72.860000	
0.100000	0.600810	0.756129	79.024000	75.020000	
0.100000	0.598191	0.819581	79.226000	73.180000	
0.100000	0.593674	0.671042	79.652000	77.500000	
0.100000	0.591684	0.608943	79.512000	78.970000	
0.100000	0.582082	0.659780	80.006000	77.330000	
0.100000	0.587704	0.620847	79.722000	78.520000	
0.100000	0.580642	0.763992	79.866000	74.720000	
0.100000	0.582843	0.714728	80.036000	76.490000	
0.100000	0.577513	0.626432	80.214000	78.690000	
0.100000	0.577869	0.730915	80.012000	76.030000	
0.100000	0.572088	0.671373	80.518000	77.990000	
0.100000	0.571767	0.728766	80.290000	76.130000	
0.100000	0.573556	0.736400	80.222000	75.730000	
0.100000	0.571982	0.736816	80.326000	75.130000	
0.100000	0.566552	0.764326	80.286000	74.950000	
0.100000	0.563607	0.679715	80.662000	76.530000	
0.100000	0.567837	0.650007	80.402000	77.550000	
0.100000	0.567440	0.696798	80.494000	76.180000	
0.100000	0.557215	0.632770	80.934000	78.700000	
0.100000	0.560888	0.616309	80.688000	79.290000	
0.100000	0.561084	0.727756	80.564000	75.270000	
0.100000	0.561012	0.637570	80.642000	78.220000	
0.100000	0.558621	0.561409	80.780000	80.940000	
0.100000	0.555329	0.621556	80.792000	78.700000	
0.100000	0.556593	0.622233	80.808000	78.420000	
0.100000	0.557196	0.639801	80.664000	78.480000	
0.100000	0.547951	0.669949	80.924000	77.320000	
0.100000	0.558350	0.649066	80.840000	77.490000	
0.100000	0.550944	0.693542	80.932000	77.200000	
0.100000	0.551208	0.614839	81.128000	78.860000	
0.100000	0.556389	0.672962	80.848000	76.990000	
0.100000	0.553667	0.643696	80.826000	78.110000	
0.100000	0.547647	0.648538	81.102000	77.910000	
0.100000	0.549296	0.630244	81.058000	78.450000	
0.100000	0.548928	0.740231	80.892000	76.110000	
0.100000	0.552856	0.638015	80.980000	78.730000	
0.100000	0.544710	0.558144	81.358000	80.810000	
0.100000	0.540464	0.669184	81.448000	76.940000	
0.100000	0.551534	0.633551	80.956000	78.740000	
0.100000	0.546950	0.642275	81.046000	78.170000	
0.100000	0.543767	0.639874	81.124000	78.650000	
0.100000	0.543673	0.656501	81.148000	77.770000	
0.100000	0.542097	0.616370	81.184000	79.020000	
0.100000	0.539888	0.731501	81.238000	75.220000	
0.100000	0.538278	0.731372	81.456000	75.170000	
0.100000	0.542092	0.740818	81.282000	75.390000	
0.100000	0.545258	0.632977	81.128000	78.240000	
0.100000	0.537892	0.646036	81.284000	78.620000	
0.100000	0.539048	0.717159	81.298000	76.100000	
0.100000	0.539158	0.566305	81.318000	80.770000	
0.100000	0.540850	0.689814	81.286000	76.680000	
0.100000	0.537375	0.700884	81.412000	76.930000	
0.100000	0.536883	0.620717	81.492000	78.520000	
0.100000	0.536752	0.725734	81.512000	75.800000	
