Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	0.682344	0.687465	76.480000	76.470000	
0.100000	0.583018	0.813809	79.932000	73.220000	
0.100000	0.555297	0.627661	80.894000	79.100000	
0.100000	0.542200	0.590996	81.432000	80.580000	
0.100000	0.533433	0.604972	81.746000	79.790000	
0.100000	0.520573	0.684750	82.114000	77.020000	
0.100000	0.515608	0.616214	82.296000	79.540000	
0.100000	0.510231	0.613135	82.432000	79.210000	
0.100000	0.506165	0.701645	82.464000	77.070000	
0.100000	0.500535	0.686574	82.570000	77.590000	
0.100000	0.491980	0.546525	82.964000	81.610000	
0.100000	0.496416	0.718747	83.126000	76.970000	
0.100000	0.492140	0.597355	83.092000	79.950000	
0.100000	0.487065	0.517916	83.192000	82.410000	
0.100000	0.479796	0.563198	83.608000	80.790000	
0.100000	0.483047	0.632713	83.248000	79.340000	
0.100000	0.479605	0.539090	83.420000	81.730000	
0.100000	0.473658	0.653543	83.636000	78.490000	
0.100000	0.477934	0.577645	83.504000	80.920000	
0.100000	0.471793	0.519729	83.726000	82.370000	
0.100000	0.468203	0.561667	83.794000	80.710000	
0.100000	0.472092	0.580716	83.658000	80.070000	
0.100000	0.465651	0.547092	84.112000	81.430000	
0.100000	0.463653	0.583240	84.150000	80.780000	
0.100000	0.467010	0.585327	83.902000	80.540000	
0.100000	0.462174	0.578162	84.018000	80.440000	
0.100000	0.462568	0.508617	84.278000	82.990000	
0.100000	0.460820	0.585202	84.012000	80.450000	
0.100000	0.462253	0.570153	84.192000	80.220000	
0.100000	0.454462	0.593150	84.406000	80.880000	
0.100000	0.459786	0.680735	84.040000	78.390000	
0.100000	0.457460	0.570188	84.158000	80.690000	
0.100000	0.457352	0.673841	84.208000	78.020000	
0.100000	0.456326	0.554260	84.304000	80.880000	
0.100000	0.455266	0.523291	84.332000	82.780000	
0.100000	0.448781	0.588495	84.554000	80.230000	
0.100000	0.454039	0.801036	84.340000	75.770000	
0.100000	0.454779	0.663876	84.196000	78.200000	
0.100000	0.454226	0.699999	84.508000	78.770000	
0.100000	0.448711	0.628153	84.480000	78.500000	
0.100000	0.446950	0.649120	84.522000	79.840000	
0.100000	0.452682	0.604189	84.484000	80.320000	
0.100000	0.446102	0.587859	84.710000	81.420000	
0.100000	0.447011	0.663913	84.660000	78.730000	
0.100000	0.444077	0.542262	84.806000	81.350000	
0.100000	0.447091	0.515845	84.564000	82.810000	
0.100000	0.446068	0.604566	84.624000	79.820000	
0.100000	0.448234	0.593284	84.472000	79.950000	
0.100000	0.441967	0.634544	84.652000	79.120000	
0.100000	0.442866	0.596012	84.668000	80.890000	
0.100000	0.446663	0.793277	84.436000	75.280000	
0.100000	0.441396	0.664167	84.900000	77.890000	
0.100000	0.446228	0.616623	84.580000	80.040000	
0.100000	0.438910	0.574923	84.700000	81.500000	
0.100000	0.438358	0.563913	84.922000	81.500000	
0.100000	0.443083	0.536544	84.740000	81.990000	
0.100000	0.440941	0.528605	84.746000	82.300000	
0.100000	0.439913	0.666467	84.844000	78.350000	
0.100000	0.436397	0.506277	84.768000	82.680000	
0.100000	0.439788	0.634487	84.860000	79.820000	
0.100000	0.439215	0.584647	84.868000	80.980000	
0.100000	0.436718	0.607337	85.130000	80.310000	
